ID,RAW,Translate,
14380,Mujhe pata hai tum mujhe pyar karte ho,I know you love me.,
14381,Main tumhari bahut izzat karta hu,I have a lot of respect for you.,
14382,Usne mujhe bahut rulaya hai,He/she made me cry a lot.,
14383,Tumhara beta bahut umeedvar hai,Your son is very promising.,
14384,Usne mujhe thoda sa cake diya,He/she gave me a little cake.,
14385,Kya tum mere saath chalna pasand karoge,Will you like to come with me?,
14386,Tum mujhe bahut pyar karte ho na,Do you love me a lot?,
14387,Main apne dost se bahut prem karta hu,I love my friend very much.,
14388,Usne mujhe bahut sataya hai,He/she troubled me a lot.,
14389,Tumhare chehre par muskan bahut sundar hai,You have a beautiful smile.,
14390,Mujhe thoda sa pani pila do,Give me a little water.,
14391,Main tumhare sath rehna chahta hu,I want to stay with you.,
14392,Usne mujhe bahut der tak padhaya,He/she taught me for a long time.,
14393,Tum mujhe rote hue kabhi nahi dekhna chahoge,You won't want to see me crying.,
14394,Main apne ma-baap ka bahut ehsan mand hu,I am very grateful to my parents.,
14395,Usne mujhe bahut hasaya hai,He/she made me laugh a lot.,
14396,Tumse baat karte-karte mujhe neend aa rahi hai,I'm getting sleepy while talking to you.,
14397,Meri car bahut durr hai,My car is very far.,
14398,Main tumse pyar karta hu,I love you.,
14399,Usne mujhe bahut tang kiya hai,He/she annoyed me a lot.,
14400,Tum mere liye bahut special ho,You are very special to me.,
14401,Mujhe yahan se jaldi nikalna hai,I need to leave here quickly.,
14402,Main apne ghar se bahut dur rehta hun,I live very far from my home.,
14403,Usne mujhe bahut daanta hai,He/she scolded me a lot.,
14404,Tumhara phone kaun laya tha,Who brought your phone?,
14405,Meri aankhon mein aansoo aa rahe hai,Tears are coming into my eyes.,
14406,Mujhe yeh bahut pasand hai,I really like this.,
14407,Main apne dost se milne jaa raha hu,I'm going to meet my friend.,
14408,Usne mujhse bahut pyar kiya hai,He/she loved me a lot.,
14409,Tumne mujhe bahut majboor kiya hai,You have made me very helpless.,
14410,Mujhe aapki bahut yaad aa rahi hai,I miss you a lot.,
14411,Main aapki bahut madad karunga,I will help you a lot.,
14412,Usne mujhe bahut support kiya tha,He/she supported me a lot.,
14413,Tum mujhse baat nahi karna chahte ho kya,Do you not want to talk to me?,
14414,Meri aankhen tumse bahut pyar karti hai,My eyes love you a lot.,
14415,Mujhe apne dost se bahut pyar hai,I love my friend a lot.,
14416,Main apne career ko bahut seriously leta hu,I take my career very seriously.,
14417,Usne mujhe bahut pyar diya hai,He/she loved me a lot.,
14418,Tum mujhe kabhi bhul nahi paoge,You will never forget me.,
14419,Meri aankhen bahut khubsurat hai na,"My eyes love you a lot, right?",
14420,Mujhe yahan se bahut jaldi nikalna hai,I need to get out of here quickly.,
14421,Main aapka bahut shukriya karta hu,Thank you very much.,
14422,Usne mujhe bahut phone kiya hai,He/she called me a lot.,
14423,Tumse mujhe bahut pyar hai,I love you a lot.,
14424,Meri car bahut khoobsurat hai,My car is,
14425,Mujhe yeh bahut achha lagta hai,,
14426,Main apne school ka bahut yaad karta hu,very beautiful.,
14427,Usne mujhse bahut ghalti ki hai,I really liked it.,
14428,Tumhara mobile kaun sa hai,I want to do something for my parents.,
14429,Meri aankhen tumhari bahut sundar hai,He/she strongly advised me.,
14430,Mujhe yeh bahut pasand aaya tha,I can't forget you.,
14431,Main apne parents ke liye kuch karna chahta hu,My eyes are very beautiful.,
14432,Usne mujhe bahut mana kiya tha,I need to get out of here quickly.,
14433,Tumhe main bhul nahi sakta,I'm very happy for you.,
14434,Meri aankhen bahut pyari hai,He/she made me laugh a lot.,
14435,Mujhe yaha se jaldi bahar nikalna hai,Your room is very beautiful.,
14436,Main aapke liye bahut khush hu,My eyes love you a lot.,
14437,Usne mujhe bahut hasaya tha,I want to meet my friend.,
14438,Tumhara room bahut khoobsurat hai,I work a lot in my office.,
14439,Meri aankhen tumhe bahut pasand karti hai,He/she explained a lot to me.,
14440,Mujhe apne dost se milna hai,You will never forget me.,
14441,Main apne office se bahut kaam karta hu,My eyes are always open towards you.,
14442,Usne mujhe bahut samjhaya tha,I really liked it.,
14443,Tum mujhe kabhi bhul nahi paoge,I want to do something for my country.,
14444,Meri aankhen tumhari ore hamesha khule rehti hai,He/she loved me a lot.,
14445,Mujhe yeh bahut achha laga tha,You are very special to me.,
14446,Main apne desh ke liye kuch karna chahta hu,My eyes are very beautiful.,
14447,Usne mujhse bahut pyar kiya hai,I really like this.,
14448,Tum mere liye bahut khaas ho,I'm sitting at my home.,
14449,Meri aankhen bahut khoobsurat hai,He/she annoyed me a lot.,
14450,Mujhe yeh bahut pasand hai,You love me a lot.,
14451,Main apne ghar par baitha hu,My eyes love you a lot.,
14452,Usne mujhe bahut tang kiya hai,Tears are coming into my eyes.,
14453,Tum mujhe bahut pyar karte ho,I like this very much.,
14454,Meri aankhen dekho kitni pyari hai,I'm going to meet my friend.,
14455,Mujhe yahan pe rukna nahi hai,He/she loved me a lot.,
14456,Main tumhare liye kuch bhi kar sakta hu,You have made me very helpless.,
14457,Usne mujhe bahut gussa dilaya tha,I miss you a lot.,
14458,Tum mere sapno mein aate ho,I will help you a lot.,
14459,Meri aankhen tumhe bahut pasand karti hai,He/she supported me a lot.,
14460,Mujhe yeh sab bahut pasand hai,I like all of these very much.,
14461,Main apne school ki bahut yaad karta hu,I miss my school a lot.,
14462,Usne mujhe bahut dekha hai,He has seen me a lot.,
14463,Tumhari mummy bahut pyari hai,Your mom is very lovely.,
14464,Meri aankhen tumse bahut pyar karti hai,My eyes love you a lot.,
14465,Mujhe yahan se jaldi uthna hai,I need to get up from here quickly.,
14466,Main aap se bahut pyar karta hu,I love you very much.,
14467,Usne mujhe bahut support kiya hai,He has supported me a lot.,
14468,Tum bahut talented ho,You are very talented.,
14469,Meri aankhen tumhare sath hamesha hongi,My eyes will always be with you.,
14470,Mujhe yeh bahut pasand hai,I really like this.,
14471,Main apne sapno ko sach karna chahta hu,I want to make my dreams come true.,
14472,Usne mujhe bahut hasaya tha,He made me laugh a lot.,
14473,Tumhara hairstyle bahut sundar hai,Your hairstyle is very beautiful.,
14474,Meri aankhen tumhe dekh kar hairaan rehti hai,My eyes are amazed when they see you.,
14475,Mujhe yahan se jaldi nikalna hai,I need to leave from here quickly.,
14476,Main aaj khush hoon,I am happy today.,
14477,Tumne kal kya kiya?,What did you do yesterday?,
14478,"Haan, main aaunga","Yes, I will come.",
14479,Tum kahan se ho?,Where are you from?,
14480,Aapne coffee piya?,Did you have coffee?,
14481,Usne gaana gaaya,He sang a song.,
14482,Kitne log aaye hai?,How many people have come?,
14483,Meri kuch help karoge?,Will you help me with something?,
14484,Pani bahut garam hai,The water is very hot.,
14485,Aapka kuch kaam hai?,Do you have any work?,
14486,Wo bahut busy hai,He is very busy.,
14487,Main kal office nahi jaunga,I will not go to the office tomorrow.,
14488,Tumhara phone baj raha hai,Your phone is ringing.,
14489,Mujhe toh kuch samajh nahi aa raha,I don't understand anything.,
14490,Aapne dinner kiya kya?,Did you have dinner?,
14491,Usne bahut mehnat ki,He worked very hard.,
14492,Kitne paise chahiye?,How much money do you need?,
14493,Meri tabiyat kharab hai,I am not feeling well.,
14494,Aapka naam kya hai?,What is your name?,
14495,Wo ajkal sad hai,He is sad these days.,
14496,Tumne apne kaam par dhyan diya?,Did you pay attention to your work?,
14497,Usne mujhe mana kiya,He refused me.,
14498,Mujhe tum par bharosa hai,I trust you.,
14499,Tum kaunsi kitaab padh rahe ho?,Which book are you reading?,
14500,Aaj thandi ho gayi hai,Today has become cold.,
14501,Usne aaj office nahi gaya,He didn't go to the office today.,
14502,Kitne baje huye?,What time is it?,
14503,Mujhe aapki madad ki zaroorat hai,I need your help.,
14504,Tumhara birthday kab hai?,When is your birthday?,
14505,Wo bahut acche hai,He is very good.,
14506,Main itne saare logo se baat nahi kar sakta,I can't talk to so many people.,
14507,Tumne mujhe kabhi nahi bataya,You never told me.,
14508,Aapka phone number kya hai?,What is your phone number?,
14509,Uski hindi bahut acchi hai,His Hindi is very good.,
14510,Kitne log hai ghar mein?,How many people are there in the house?,
14511,Meri car kharaab ho gayi hai,My car broke down.,
14512,Aapka din kaisa tha?,How was your day?,
14513,Wo mujhe pasand karta hai,He likes me.,
14514,Tum muskurana bhool gaye,You forgot to smile.,
14515,Usne mera samarthan kiya,He supported me.,
14516,Mujhe thodi si chinta ho rahi hai,I'm a little worried.,
14517,Tumhara plan kya hai?,What is your plan?,
14518,Wo bahut hi talented hai,He is very talented.,
14519,Main tumhe bataunga,I will tell you.,
14520,Aapka beta kahan hai?,Where is your son?,
14521,Usne mujhe dekha hi nahi,He didn't even see me.,
14522,Kitna time lagega?,How much time will it take?,
14523,Meri train late ho gayi hai,My train is late.,
14524,Aapke paas kya hai?,What do you have?,
14525,Wo mujhe support nahi karta hai,He doesn't support me.,
14526,Tumne kya khaya hai?,What did you eat?,
14527,Usne mujhe yakeen dilaya,He reassured me.,
14528,Mujhe kaam par dhyan dena hoga,I have to focus on my work.,
14529,Tumne pehle kabhi nahi dekha,You never saw me before.,
14530,Aapka number mil sakta hai?,Can I get your phone number?,
14531,Uska mood change ho gaya hai,His mood has changed.,
14532,Kitna bada hai ghar?,How big is the house?,
14533,Meri tabiyat ab thik hai,I'm fine now.,
14534,Aapka kya pasand hai?,What do you like?,
14535,Wo aaj thak gaya hai,He is tired these days.,
14536,Main bina baat ke rone lagti hoon,I start crying for no reason.,
14537,Tumne kabhi apne sapne pure hue hai?,Have your dreams ever come true?,
14538,Uske paas bahut dhan hai,He has a lot of wealth.,
14539,Kitna dur hai yaha se?,How far is it from here?,
14540,Meri bike bahut tez chalti hai,My bike runs very fast.,
14541,Aapka favouriye color kya hai?,What is your favorite color?,
14542,Wo mere bare mein bahut sochta hai,He thinks a lot about me.,
14543,Tum kya kar rahe ho?,What are you doing?,
14544,Usme bahut talent hai,He has a lot of talent.,
14545,Mujhe uski baat pasand nahi hai,I don't like what he says.,
14546,Tumhara ghar kaisa hai?,How is your house?,
14547,Aapne kal kya khaya tha?,What did you eat yesterday?,
14548,Usne kabhi meri help nahi ki,He never helped me.,
14549,Kitni height hai uski?,What is his height?,
14550,Meri aankhen bahut dard kar rahi hai,My eyes are hurting a lot.,
14551,Aap kahan ja rahe hai?,Where are you going?,
14552,Wo bahut accha singer hai,He is a very good singer.,
14553,Main yaha se bahar nahi jaa sakta,I can't go out from here.,
14554,Tumhari hindi bahut acchi hai,Your Hindi is very good.,
14555,Usne mujhse baat karna shuru kiya,He started talking to me.,
14556,Mujhe thoda sa time chahiye,I need a little time.,
14557,Tum aaj der se kyun aa rahe ho?,Why are you coming late today?,
14558,Uske paas bahut saare dost hai,He has a lot of friends.,
14559,Kitne baje tak kaam karna hai?,Until what time do we have to work?,
14560,Meri toh akal hi nahi hai,I have no sense at all.,
14561,Aapka beta kitna padhta hai?,How much does your son study?,
14562,Wo aaj kal gussa hi karta hai,He gets angry these days.,
14563,Main tumhe bahut miss karta hoon,I miss you a lot.,
14564,Tumhara mobile kharaab ho gaya hai,Your phone has stopped working.,
14565,Usne mujhe ignore kiya,He ignored me.,
14566,Mujhe tumse pyaar hai,I love you.,
14567,Tumne kya pehena hai?,What are you wearing?,
14568,Uske paas bahut saare gadgets hai,He has a lot of gadgets.,
14569,Kitne ka hai ye?,How much does this cost?,
14570,Meri car bohot pehle se hai,I have had my car for a long time.,
14571,Aap kitne baje tak available honge?,Until what time will you be available?,
14572,Wo bahut jaldi bhool jata hai,He forgets very quickly.,
14573,Tum badi jaldi udas ho jaate ho,You get sad very quickly.,
14574,Usne aaj kuch special banaya hai,He made something special today.,
14575,Mujhe tumse baat karni hai,I want to talk to you.,
14576,Tumhara favouriye movie kaunsi hai?,What is your favorite movie?,
14577,Wo aaj kal khana khane se pehle dua nahi karta,He doesn't pray before eating these days.,
14578,Main kal subah jaldi uthunga,I will wake up early tomorrow morning.,
14579,Aapka favorite song kya hai?,What is your favorite song?,
14580,Usne mujhe gale laga liya,He hugged me.,
14581,Mujhe aaj koi bhi kaam nahi karna hai,I don't have to do any work today.,
14582,Tum bahut pyaare ho,You are very cute.,
14583,Usne mere liye gift liya,He bought me a gift,
14584,Kitne report banana hai?,How many reports have to be prepared,
14585,Meri tabiyat ekdm buri hai,My health is extremely bad,
14586,Aapne kabhi online shopping ki hai?,Have you ever done online shopping?,
14587,Wo aaj hi aaya hai,He had come today online,
14588,Tumne kabhi hindi nahi seekhi?,Have you never learnt hindi,
14589,Uske paas bahut saare ghar hai,He owns a lot of houses,
14590,Kitni der se yaha hai?,Since when your are here?,
14591,Meri tabiyat ekdm theek hai,My health is really good,
14592,Aap kisi bhi hisab se fit ho,Are you fit in any way,
14593,Wo mere saath chalne ko taiyaar hai,He is ready to go with me,
14594,Main tumhe kabhi nahi bhulunga,I will never forget you.,
14595,Tumhari aawaz bahut acchi hai,Your voice is really melodious,
14596,Main kal shaam ko cinema dekhne ja raha hoon,I will go to watch theatre tomorrow.,
14597,Aapko kya chahiye?,What do you need ?,
14598,Hamesha khush raho,Always be happy,
14599,Mera dost bahut pyara hai,My friend is really cute.,
14600,Mujhe maaf kardo,I apologize,
14601,Wo mujhse baat nahi kar raha hai,He is not talking to me.,
